设备ID,经度,纬度,所在城市,设备类型,接入方式,接入节点,接入时延
秦皇-0166,119.756127,40.004934,秦皇岛市,手机,Wifi,qhd_man2,2.91903694044096
秦皇-0167,119.71999,39.95799,秦皇岛市,手机,Ethernet,qhd_man2,1.855171306684778
秦皇-0168,119.750266,40.00946,秦皇岛市,传感器,Cellular,qhd_man2,2.523486574668408
秦皇-0169,119.8952,39.741195,秦皇岛市,laptop,Cellular,qhd_man2,1.1630179696522653
秦皇-0170,119.873567,39.845829,秦皇岛市,laptop,Wifi,qhd_man2,1.4298436006768278
秦皇-0171,119.764221,39.987372,秦皇岛市,laptop,Cellular,qhd_man2,2.789227920580422
秦皇-0172,119.757917,40.019858,秦皇岛市,PC,Wifi,qhd_man2,3.9697514288006173
秦皇-0173,119.719658,40.054433,秦皇岛市,传感器,Wifi,qhd_man2,2.2485505961270573
秦皇-0174,119.750042,40.009587,秦皇岛市,PC,Wifi,qhd_man2,4.138744206321684
秦皇-0175,119.71981,39.964922,秦皇岛市,传感器,Cellular,qhd_man2,3.8946554729504
秦皇-0176,119.750698,40.009359,秦皇岛市,传感器,Ethernet,qhd_man2,1.5735442623683018
秦皇-0177,119.749759,40.007616,秦皇岛市,PC,Ethernet,qhd_man2,1.8230806856973745
秦皇-0178,119.465134,39.77514,秦皇岛市,laptop,Ethernet,qhd_man1,1.3621623464732224
秦皇-0179,119.717943,40.331057,秦皇岛市,laptop,Ethernet,qhd_man2,1.5896921930279162
秦皇-0180,120.12576,40.027712,秦皇岛市,PC,Wifi,qhd_man2,2.069926383613776
秦皇-0181,119.755396,40.008964,秦皇岛市,传感器,Wifi,qhd_man2,1.331321618001978
秦皇-0182,120.176404,40.131673,秦皇岛市,传感器,Wifi,qhd_man2,2.110802828739578
秦皇-0183,119.743649,40.025398,秦皇岛市,laptop,Wifi,qhd_man2,3.9953408554712433
秦皇-0184,119.573265,39.745584,秦皇岛市,laptop,Ethernet,qhd_man1,1.3702161547027791
秦皇-0185,119.658294,39.80323,秦皇岛市,手机,Cellular,qhd_man1,3.773443864601424
秦皇-0186,119.840313,40.275858,秦皇岛市,传感器,Ethernet,qhd_man2,1.8667714325380396
秦皇-0187,119.920648,39.797427,秦皇岛市,手机,Wifi,qhd_man2,2.9020594254065837
秦皇-0188,119.781483,40.041458,秦皇岛市,传感器,Ethernet,qhd_man2,1.6845798117421946
秦皇-0189,119.746622,40.006767,秦皇岛市,传感器,Cellular,qhd_man2,7.28246198226894
秦皇-0190,119.776803,40.004364,秦皇岛市,laptop,Ethernet,qhd_man2,1.0675852602668399
秦皇-0191,119.739171,40.024867,秦皇岛市,PC,Cellular,qhd_man2,3.9290982127024816
秦皇-0192,119.841565,39.987267,秦皇岛市,传感器,Wifi,qhd_man2,3.215860867518916
秦皇-0193,119.75451,40.013663,秦皇岛市,laptop,Cellular,qhd_man2,2.396367274335555
秦皇-0194,119.763722,40.007804,秦皇岛市,laptop,Ethernet,qhd_man2,1.0734984972711623
秦皇-0195,119.750211,40.010063,秦皇岛市,laptop,Cellular,qhd_man2,5.874885776137314
秦皇-0196,120.091206,39.979345,秦皇岛市,PC,Wifi,qhd_man2,1.1151481114293693
秦皇-0197,119.579596,39.825944,秦皇岛市,laptop,Ethernet,qhd_man1,1.7299624996657403
秦皇-0198,119.754673,40.00661,秦皇岛市,PC,Ethernet,qhd_man2,1.665262678346275
秦皇-0199,120.11903,40.047022,秦皇岛市,传感器,Wifi,qhd_man2,4.271202931506005
秦皇-0200,119.752895,40.012796,秦皇岛市,laptop,Cellular,qhd_man2,2.4862678724236122
秦皇-0201,120.111826,40.220913,秦皇岛市,PC,Cellular,qhd_man2,5.281778462731649
秦皇-0202,119.848389,40.282202,秦皇岛市,传感器,Ethernet,qhd_man2,1.6629598400630257
秦皇-0203,119.751902,40.021649,秦皇岛市,传感器,Cellular,qhd_man2,7.832307916149989
秦皇-0204,119.749909,40.00999,秦皇岛市,PC,Ethernet,qhd_man2,1.512852588010507
秦皇-0205,119.800262,40.08931,秦皇岛市,传感器,Ethernet,qhd_man2,1.0949310363482774
秦皇-0206,119.679167,40.063802,秦皇岛市,laptop,Ethernet,qhd_man2,1.3053847213111602
秦皇-0207,119.829295,39.716351,秦皇岛市,手机,Wifi,qhd_man2,1.0235167295484295
秦皇-0208,119.756748,40.018138,秦皇岛市,传感器,Ethernet,qhd_man2,1.2346504484305343
秦皇-0209,119.749192,40.009042,秦皇岛市,PC,Wifi,qhd_man2,2.199311399412034
秦皇-0210,119.727552,40.020634,秦皇岛市,手机,Wifi,qhd_man2,3.2730252838021117
秦皇-0211,119.760858,39.999592,秦皇岛市,手机,Cellular,qhd_man2,3.1149446773379905
秦皇-0212,119.749784,40.012434,秦皇岛市,PC,Ethernet,qhd_man2,1.5702397427977632
秦皇-0213,119.837905,39.91961,秦皇岛市,PC,Ethernet,qhd_man2,1.831416497262857
秦皇-0214,119.753792,40.012053,秦皇岛市,PC,Wifi,qhd_man2,1.1685370547566358
秦皇-0215,119.937489,39.785131,秦皇岛市,手机,Ethernet,qhd_man2,1.3831615522344178
秦皇-0216,119.930263,40.087251,秦皇岛市,传感器,Wifi,qhd_man2,3.77327912195567
秦皇-0217,119.761866,39.995407,秦皇岛市,传感器,Ethernet,qhd_man2,1.1876928769754072
秦皇-0218,119.563013,40.005853,秦皇岛市,PC,Cellular,qhd_man2,5.739351245205003
秦皇-0219,119.749749,40.0102,秦皇岛市,手机,Ethernet,qhd_man2,1.4382440645902714
秦皇-0220,119.865245,39.92548,秦皇岛市,传感器,Ethernet,qhd_man2,1.3061074054155672
秦皇-0221,119.706707,39.876404,秦皇岛市,laptop,Cellular,qhd_man2,4.643940328929596
秦皇-0222,119.74995,40.010012,秦皇岛市,laptop,Wifi,qhd_man2,3.472271816144413
秦皇-0223,119.799626,39.916128,秦皇岛市,手机,Wifi,qhd_man2,1.2449417038138164
秦皇-0224,119.775033,40.010358,秦皇岛市,laptop,Wifi,qhd_man2,2.006550291252368
秦皇-0225,119.752499,40.004863,秦皇岛市,传感器,Cellular,qhd_man2,3.3733447895161204
秦皇-0226,119.746178,39.98242,秦皇岛市,PC,Ethernet,qhd_man2,1.673351759685071
秦皇-0227,119.584074,40.050038,秦皇岛市,PC,Cellular,qhd_man2,4.704715036397936
秦皇-0228,119.968785,39.886188,秦皇岛市,传感器,Cellular,qhd_man2,3.8940744868591572
秦皇-0229,119.787757,40.320281,秦皇岛市,laptop,Ethernet,qhd_man2,1.4168639627743915
秦皇-0230,119.672736,39.944878,秦皇岛市,laptop,Cellular,qhd_man2,2.44578024110067
秦皇-0231,119.763259,40.005398,秦皇岛市,PC,Wifi,qhd_man2,1.5174899622305094
秦皇-0232,119.555887,39.9256,秦皇岛市,PC,Ethernet,qhd_man1,1.8138371245916804
秦皇-0233,120.065742,40.073506,秦皇岛市,laptop,Cellular,qhd_man2,1.0362008020593423
秦皇-0234,119.63492,39.880853,秦皇岛市,PC,Cellular,qhd_man1,7.878321725745065
秦皇-0235,119.744353,40.036922,秦皇岛市,PC,Cellular,qhd_man2,2.4438221099324657
秦皇-0236,120.027066,39.820807,秦皇岛市,传感器,Wifi,qhd_man2,3.566918879763942
秦皇-0237,119.74626,40.009593,秦皇岛市,手机,Wifi,qhd_man2,2.94321100645503
秦皇-0238,120.071134,39.823195,秦皇岛市,传感器,Wifi,qhd_man2,3.795712908192155
秦皇-0239,119.714301,40.074629,秦皇岛市,手机,Ethernet,qhd_man2,1.578714564996003
秦皇-0240,119.805524,40.009461,秦皇岛市,手机,Cellular,qhd_man2,6.877975403839808
秦皇-0241,119.762137,40.013527,秦皇岛市,PC,Wifi,qhd_man2,2.8944682936222046
秦皇-0242,119.754606,40.016805,秦皇岛市,传感器,Wifi,qhd_man2,4.009995060202772
秦皇-0243,119.736077,40.008401,秦皇岛市,传感器,Ethernet,qhd_man2,1.0302828939276398
秦皇-0244,119.752509,40.011689,秦皇岛市,laptop,Wifi,qhd_man2,3.2260474729800035
秦皇-0245,119.749908,40.009403,秦皇岛市,laptop,Cellular,qhd_man2,2.855815908376531
秦皇-0246,119.907483,40.175279,秦皇岛市,传感器,Ethernet,qhd_man2,1.5673967837849774
秦皇-0247,119.621293,39.9897,秦皇岛市,手机,Wifi,qhd_man2,2.176237711204439
秦皇-0248,119.752537,40.025668,秦皇岛市,laptop,Wifi,qhd_man2,3.2156597998867382
秦皇-0249,119.647938,40.226525,秦皇岛市,PC,Ethernet,qhd_man2,1.3573497746146854
秦皇-0250,119.708195,39.991369,秦皇岛市,PC,Cellular,qhd_man2,4.674191706644724
秦皇-0251,119.79557,40.011596,秦皇岛市,laptop,Cellular,qhd_man2,4.725489350447377
秦皇-0252,119.750001,40.010001,秦皇岛市,手机,Ethernet,qhd_man2,1.386185942198138
秦皇-0253,119.714543,40.015898,秦皇岛市,手机,Wifi,qhd_man2,2.8812865912511207
秦皇-0254,119.876766,40.067976,秦皇岛市,PC,Cellular,qhd_man2,7.749073268820408
秦皇-0255,119.825179,40.005083,秦皇岛市,PC,Wifi,qhd_man2,3.366131057448854
秦皇-0256,119.756445,39.987716,秦皇岛市,传感器,Cellular,qhd_man2,2.311457561272112
秦皇-0257,119.663879,40.04189,秦皇岛市,手机,Ethernet,qhd_man2,1.3603923284383115
秦皇-0258,119.467018,40.060893,秦皇岛市,laptop,Wifi,qhd_man1,4.710846833817548
秦皇-0259,119.84029,39.777875,秦皇岛市,手机,Cellular,qhd_man2,2.0791620612298134
秦皇-0260,119.82492,39.892324,秦皇岛市,laptop,Wifi,qhd_man2,4.124400257988704
秦皇-0261,119.759371,39.999642,秦皇岛市,传感器,Cellular,qhd_man2,3.6994859221534777
秦皇-0262,119.710672,40.037441,秦皇岛市,传感器,Cellular,qhd_man2,1.19858865551264
秦皇-0263,119.801978,39.913046,秦皇岛市,PC,Cellular,qhd_man2,6.749486140206045
秦皇-0264,119.751249,40.012422,秦皇岛市,laptop,Wifi,qhd_man2,1.2433946579720043
秦皇-0265,119.733115,39.916778,秦皇岛市,手机,Wifi,qhd_man2,2.164385718796709
秦皇-0266,119.74954,40.010303,秦皇岛市,laptop,Wifi,qhd_man2,1.524408135397152
秦皇-0267,119.468109,40.266409,秦皇岛市,PC,Cellular,qhd_man2,6.933511277470428
秦皇-0268,119.742628,39.959844,秦皇岛市,laptop,Cellular,qhd_man2,7.645014406532165
秦皇-0269,119.406594,39.8967,秦皇岛市,laptop,Wifi,qhd_man1,4.677987066736991
秦皇-0270,119.74086,40.010086,秦皇岛市,传感器,Cellular,qhd_man2,7.83098402511869
秦皇-0271,119.489374,39.977615,秦皇岛市,laptop,Cellular,qhd_man1,4.89345768998155
秦皇-0272,119.7435,40.007052,秦皇岛市,传感器,Wifi,qhd_man2,4.306910731997663
秦皇-0273,119.75,40.01,秦皇岛市,PC,Wifi,qhd_man2,3.4574337154012476
秦皇-0274,119.776057,40.009399,秦皇岛市,手机,Cellular,qhd_man2,3.911955425640041
秦皇-0275,119.571913,39.906296,秦皇岛市,laptop,Cellular,qhd_man1,1.7391562922251769
秦皇-0276,119.897518,39.904702,秦皇岛市,laptop,Cellular,qhd_man2,2.896733423639936
秦皇-0277,119.830388,40.190616,秦皇岛市,手机,Cellular,qhd_man2,4.048189883837422
秦皇-0278,119.672317,40.071264,秦皇岛市,laptop,Cellular,qhd_man2,1.0308234584045715
秦皇-0279,119.895621,40.016893,秦皇岛市,laptop,Ethernet,qhd_man2,1.2339435206670673
秦皇-0280,119.648907,40.34862,秦皇岛市,传感器,Wifi,qhd_man2,3.457146922119033
秦皇-0281,119.68356,39.984841,秦皇岛市,手机,Cellular,qhd_man2,3.683934094238249
秦皇-0282,119.936328,39.964412,秦皇岛市,laptop,Wifi,qhd_man2,4.78396664615523
秦皇-0283,119.795042,39.999947,秦皇岛市,传感器,Cellular,qhd_man2,6.862875627296596
秦皇-0284,119.791321,39.994615,秦皇岛市,传感器,Cellular,qhd_man2,1.7092794121083938
秦皇-0285,119.74995,40.007339,秦皇岛市,laptop,Cellular,qhd_man2,5.660380419495722
秦皇-0286,119.748064,40.012637,秦皇岛市,PC,Ethernet,qhd_man2,1.4474148279790908
秦皇-0287,119.861382,39.988315,秦皇岛市,手机,Ethernet,qhd_man2,1.3391757249136957
秦皇-0288,119.762248,40.091138,秦皇岛市,传感器,Ethernet,qhd_man2,1.3075945818310513
秦皇-0289,119.830007,40.101421,秦皇岛市,PC,Wifi,qhd_man2,3.93409821780549
秦皇-0290,119.749553,40.015866,秦皇岛市,PC,Cellular,qhd_man2,7.235959000529755
秦皇-0291,119.749979,40.010023,秦皇岛市,laptop,Ethernet,qhd_man2,1.016795798836747
秦皇-0292,119.74693,40.008265,秦皇岛市,手机,Wifi,qhd_man2,4.238164606277303
秦皇-0293,120.120644,39.833009,秦皇岛市,laptop,Ethernet,qhd_man2,1.8822488852545116
秦皇-0294,119.74996,40.010011,秦皇岛市,laptop,Wifi,qhd_man2,3.8317486283896165
秦皇-0295,119.736833,39.877227,秦皇岛市,手机,Cellular,qhd_man2,4.6341052151354996
秦皇-0296,119.75,40.01,秦皇岛市,传感器,Ethernet,qhd_man2,1.6850156274202925
秦皇-0297,119.749787,40.010363,秦皇岛市,传感器,Wifi,qhd_man2,4.116905524408395
秦皇-0298,119.747892,40.010877,秦皇岛市,PC,Ethernet,qhd_man2,1.1072383458470936
秦皇-0299,119.744519,39.998587,秦皇岛市,传感器,Cellular,qhd_man2,1.5755338403174473
秦皇-0300,119.763023,40.012165,秦皇岛市,传感器,Wifi,qhd_man2,2.5242430836001852
秦皇-0301,120.211821,40.060291,秦皇岛市,手机,Ethernet,qhd_man2,1.246311210901592
秦皇-0302,119.749099,40.01019,秦皇岛市,传感器,Cellular,qhd_man2,6.5730521497974985
秦皇-0303,119.783806,40.024342,秦皇岛市,laptop,Cellular,qhd_man2,6.323174479446293
秦皇-0304,119.576062,40.117083,秦皇岛市,传感器,Ethernet,qhd_man2,1.0989442398192266
秦皇-0305,119.701652,40.014117,秦皇岛市,手机,Cellular,qhd_man2,7.97129296490893
秦皇-0306,119.821735,40.037313,秦皇岛市,手机,Cellular,qhd_man2,1.2611345591501701
秦皇-0307,119.808456,40.034004,秦皇岛市,手机,Wifi,qhd_man2,2.5596753550374167
秦皇-0308,119.74218,40.010997,秦皇岛市,传感器,Ethernet,qhd_man2,1.5414594922359997
秦皇-0309,119.948683,39.95397,秦皇岛市,laptop,Cellular,qhd_man2,5.591613443005804
秦皇-0310,119.73672,39.989132,秦皇岛市,PC,Wifi,qhd_man2,2.4506056199477757
秦皇-0311,119.749935,40.010029,秦皇岛市,传感器,Cellular,qhd_man2,7.12376117988317
秦皇-0312,119.756306,40.00747,秦皇岛市,传感器,Wifi,qhd_man2,3.563755545145925
秦皇-0313,119.307297,39.984723,秦皇岛市,laptop,Cellular,qhd_man1,4.0914301004815155
秦皇-0314,119.37785,40.078101,秦皇岛市,传感器,Ethernet,qhd_man1,1.6085196842564542
秦皇-0315,119.757055,40.039128,秦皇岛市,传感器,Ethernet,qhd_man2,1.1086111880326028
秦皇-0316,119.959904,40.037157,秦皇岛市,laptop,Ethernet,qhd_man2,1.42081200818784
秦皇-0317,119.635633,40.069818,秦皇岛市,PC,Ethernet,qhd_man2,1.0582835898160647
秦皇-0318,119.750001,40.01,秦皇岛市,手机,Cellular,qhd_man2,6.149943138588149
秦皇-0319,119.92865,40.011881,秦皇岛市,传感器,Wifi,qhd_man2,1.1146236861823877
秦皇-0320,120.041013,40.149072,秦皇岛市,laptop,Cellular,qhd_man2,3.6757289700747178
秦皇-0321,120.117406,40.210587,秦皇岛市,laptop,Wifi,qhd_man2,3.7330943529581866
秦皇-0322,119.724782,40.019055,秦皇岛市,PC,Wifi,qhd_man2,2.216243758300238
秦皇-0323,119.754574,39.99367,秦皇岛市,传感器,Cellular,qhd_man2,1.4545651408792193
秦皇-0324,119.61743,39.96166,秦皇岛市,手机,Ethernet,qhd_man2,1.9562604806863695
秦皇-0325,120.016143,39.842485,秦皇岛市,PC,Ethernet,qhd_man2,1.219555865463891
秦皇-0326,119.811134,39.973069,秦皇岛市,传感器,Ethernet,qhd_man2,1.1915108624744022
秦皇-0327,119.750001,40.01,秦皇岛市,laptop,Ethernet,qhd_man2,1.4555207278701274
秦皇-0328,119.726535,40.007969,秦皇岛市,传感器,Wifi,qhd_man2,4.694185308636271
秦皇-0329,119.749105,40.019208,秦皇岛市,手机,Ethernet,qhd_man2,1.1105507741087601
秦皇-0330,119.760218,40.013336,秦皇岛市,laptop,Cellular,qhd_man2,7.429051668930657
秦皇-0331,119.754419,40.00805,秦皇岛市,手机,Cellular,qhd_man2,4.8839005329023255
秦皇-0332,119.720116,40.019224,秦皇岛市,手机,Cellular,qhd_man2,3.686043601612165
秦皇-0333,119.75,40.01,秦皇岛市,laptop,Wifi,qhd_man2,4.599498049239488
秦皇-0334,119.778687,40.008132,秦皇岛市,laptop,Cellular,qhd_man2,1.1832796458946884
秦皇-0335,119.870839,40.289119,秦皇岛市,手机,Ethernet,qhd_man2,1.4330880897483622
秦皇-0336,119.744915,40.002105,秦皇岛市,PC,Ethernet,qhd_man2,1.7010561366291095
秦皇-0337,119.779581,39.971801,秦皇岛市,PC,Cellular,qhd_man2,6.823030270382722
秦皇-0338,119.743322,39.96897,秦皇岛市,手机,Wifi,qhd_man2,1.5503032867054225
秦皇-0339,119.810362,39.996115,秦皇岛市,PC,Wifi,qhd_man2,2.938879569866526
秦皇-0340,119.592653,40.002176,秦皇岛市,PC,Wifi,qhd_man2,4.092078007304698
秦皇-0341,119.881856,39.717762,秦皇岛市,传感器,Cellular,qhd_man2,7.833738385763068
秦皇-0342,119.759525,40.027902,秦皇岛市,PC,Ethernet,qhd_man2,1.688654291640173
秦皇-0343,119.749943,40.009737,秦皇岛市,laptop,Wifi,qhd_man2,4.576634646984122
秦皇-0344,119.749873,40.012683,秦皇岛市,laptop,Wifi,qhd_man2,1.5041991502157352
秦皇-0345,119.877933,39.884601,秦皇岛市,传感器,Ethernet,qhd_man2,1.8314332240011384
秦皇-0346,119.750173,40.011327,秦皇岛市,传感器,Wifi,qhd_man2,4.515899715226414
秦皇-0347,119.922845,39.808107,秦皇岛市,传感器,Ethernet,qhd_man2,1.6329537698379741
秦皇-0348,119.998903,39.946935,秦皇岛市,PC,Cellular,qhd_man2,2.342583164283812
秦皇-0349,119.754889,39.938924,秦皇岛市,laptop,Ethernet,qhd_man2,1.2923169133751924
秦皇-0350,119.743035,40.014346,秦皇岛市,laptop,Wifi,qhd_man2,2.250087510145487
秦皇-0351,119.784422,40.026845,秦皇岛市,传感器,Ethernet,qhd_man2,1.4160840468579474
秦皇-0352,119.750215,40.010069,秦皇岛市,传感器,Cellular,qhd_man2,3.1758282574240013
秦皇-0353,119.958635,39.752363,秦皇岛市,手机,Cellular,qhd_man2,4.32512485489015
秦皇-0354,119.747557,40.010429,秦皇岛市,手机,Ethernet,qhd_man2,1.2635044752420854
秦皇-0355,119.750002,40.01,秦皇岛市,手机,Cellular,qhd_man2,4.983052420302402
秦皇-0356,119.473027,39.998817,秦皇岛市,PC,Wifi,qhd_man1,1.8941003664541438
秦皇-0357,119.748546,40.009354,秦皇岛市,laptop,Wifi,qhd_man2,2.391617447204391
秦皇-0358,119.735763,40.035735,秦皇岛市,laptop,Wifi,qhd_man2,2.9232012235445186
秦皇-0359,119.687767,40.020792,秦皇岛市,传感器,Cellular,qhd_man2,5.433742176667466
秦皇-0360,119.806669,40.075539,秦皇岛市,手机,Ethernet,qhd_man2,1.4264205263562555
秦皇-0361,119.763183,40.01843,秦皇岛市,laptop,Cellular,qhd_man2,7.055016654684102
秦皇-0362,119.750907,40.010081,秦皇岛市,PC,Wifi,qhd_man2,2.6194985742274266
秦皇-0363,119.750097,40.010055,秦皇岛市,PC,Wifi,qhd_man2,4.694450756809699
秦皇-0364,119.638557,39.983939,秦皇岛市,laptop,Ethernet,qhd_man2,1.553770480730972
秦皇-0365,120.073141,40.116544,秦皇岛市,PC,Cellular,qhd_man2,5.628524439562452
秦皇-0366,119.652175,39.9852,秦皇岛市,手机,Wifi,qhd_man2,3.441874453241333
秦皇-0367,119.823356,39.987943,秦皇岛市,手机,Wifi,qhd_man2,3.6654164257848127
秦皇-0368,119.812582,39.959479,秦皇岛市,手机,Wifi,qhd_man2,3.6698249880658524
秦皇-0369,119.704955,39.91883,秦皇岛市,PC,Wifi,qhd_man2,4.8163723724363985
秦皇-0370,119.782549,40.11448,秦皇岛市,传感器,Wifi,qhd_man2,2.595034625448428
秦皇-0371,119.698472,39.970741,秦皇岛市,手机,Wifi,qhd_man2,1.5612022392901714
秦皇-0372,119.663312,39.845409,秦皇岛市,laptop,Cellular,qhd_man1,6.686814621997043
秦皇-0373,119.725549,39.966964,秦皇岛市,手机,Ethernet,qhd_man2,1.766322200607775
秦皇-0374,119.73503,40.023033,秦皇岛市,PC,Wifi,qhd_man2,1.6929175877995735
秦皇-0375,119.757991,40.003,秦皇岛市,PC,Ethernet,qhd_man2,1.9783919503627292
秦皇-0376,119.658073,40.01545,秦皇岛市,PC,Cellular,qhd_man2,2.8374788869294845
秦皇-0377,119.63471,40.227079,秦皇岛市,laptop,Wifi,qhd_man2,1.743183670401347
秦皇-0378,119.744905,40.012728,秦皇岛市,手机,Wifi,qhd_man2,2.560098273315666
秦皇-0379,119.533537,40.259899,秦皇岛市,PC,Ethernet,qhd_man2,1.2288100042913173
秦皇-0380,119.752572,40.012418,秦皇岛市,laptop,Wifi,qhd_man2,4.97297428341154
秦皇-0381,119.612021,40.163029,秦皇岛市,PC,Ethernet,qhd_man2,1.358419517318681
秦皇-0382,119.813125,39.998955,秦皇岛市,传感器,Ethernet,qhd_man2,1.431935048482741
秦皇-0383,119.833417,40.090154,秦皇岛市,手机,Wifi,qhd_man2,3.1190928810009986
秦皇-0384,119.747374,40.011262,秦皇岛市,PC,Cellular,qhd_man2,2.9597952005280215
秦皇-0385,119.716104,39.985456,秦皇岛市,传感器,Cellular,qhd_man2,5.910435151566389
秦皇-0386,119.659834,39.846986,秦皇岛市,传感器,Wifi,qhd_man1,3.7514644632396816
秦皇-0387,119.295884,39.935365,秦皇岛市,laptop,Wifi,qhd_man1,1.5091798585218132
秦皇-0388,119.483084,40.160795,秦皇岛市,laptop,Wifi,qhd_man2,3.456316269825656
秦皇-0389,119.495108,40.073832,秦皇岛市,传感器,Wifi,qhd_man2,3.2794332709566287
秦皇-0390,119.711787,40.065714,秦皇岛市,laptop,Ethernet,qhd_man2,1.7873514105997657
秦皇-0391,119.685442,40.103706,秦皇岛市,手机,Cellular,qhd_man2,3.390396279067712
秦皇-0392,119.964167,39.965138,秦皇岛市,手机,Wifi,qhd_man2,3.500896822162171
秦皇-0393,119.723587,40.033921,秦皇岛市,PC,Wifi,qhd_man2,4.0442697353022385
秦皇-0394,119.39908,40.058299,秦皇岛市,PC,Ethernet,qhd_man1,1.8923867962345589
秦皇-0395,119.801154,40.091144,秦皇岛市,传感器,Wifi,qhd_man2,1.6329675651549733
秦皇-0396,119.305316,39.918516,秦皇岛市,laptop,Ethernet,qhd_man1,1.367331986483237
秦皇-0397,119.718046,40.266542,秦皇岛市,PC,Wifi,qhd_man2,3.782209570337811
秦皇-0398,119.754659,40.008875,秦皇岛市,PC,Ethernet,qhd_man2,1.4156896244896637
秦皇-0399,119.597958,39.843031,秦皇岛市,laptop,Wifi,qhd_man1,4.663007146517602
秦皇-0400,119.749421,40.010114,秦皇岛市,传感器,Ethernet,qhd_man2,1.122156515768867
秦皇-0401,119.750026,40.012475,秦皇岛市,手机,Ethernet,qhd_man2,1.205653774286776
秦皇-0402,119.749994,40.010142,秦皇岛市,传感器,Ethernet,qhd_man2,1.248097737958449
秦皇-0403,119.629204,39.926368,秦皇岛市,PC,Wifi,qhd_man2,2.163238004186993
秦皇-0404,119.745538,40.007649,秦皇岛市,laptop,Cellular,qhd_man2,3.559393459446795
秦皇-0405,119.565971,40.1736,秦皇岛市,传感器,Wifi,qhd_man2,4.066306103899441
秦皇-0406,119.749992,40.010005,秦皇岛市,PC,Wifi,qhd_man2,4.776535055057687
秦皇-0407,119.708198,40.023765,秦皇岛市,PC,Wifi,qhd_man2,4.268577126594947
秦皇-0408,119.73784,40.026643,秦皇岛市,传感器,Wifi,qhd_man2,3.976015288297573
秦皇-0409,119.97822,39.864315,秦皇岛市,laptop,Cellular,qhd_man2,4.776616211557136
秦皇-0410,119.749264,40.010358,秦皇岛市,传感器,Ethernet,qhd_man2,1.2693856056716486
秦皇-0411,119.710437,39.901003,秦皇岛市,手机,Ethernet,qhd_man2,1.5424118345503506
秦皇-0412,119.752491,40.008893,秦皇岛市,PC,Cellular,qhd_man2,3.355072046313804
秦皇-0413,119.74723,40.008038,秦皇岛市,传感器,Ethernet,qhd_man2,1.6478735156420945
秦皇-0414,119.7946,40.032096,秦皇岛市,传感器,Ethernet,qhd_man2,1.0328040740691
秦皇-0415,119.74999,40.009994,秦皇岛市,手机,Wifi,qhd_man2,1.1799758939203553
秦皇-0416,119.779521,39.973527,秦皇岛市,传感器,Ethernet,qhd_man2,1.0846695198945162
秦皇-0417,119.768275,39.916184,秦皇岛市,传感器,Ethernet,qhd_man2,1.1333232449201895
秦皇-0418,119.697985,40.014591,秦皇岛市,手机,Cellular,qhd_man2,5.695397020244629
秦皇-0419,119.751637,40.014201,秦皇岛市,laptop,Cellular,qhd_man2,2.5179293920926002
秦皇-0420,119.75184,40.005487,秦皇岛市,PC,Ethernet,qhd_man2,1.599739486219139
邯郸-0001,114.583567,36.599149,邯郸市,laptop,Wifi,handan_man1,4.790950679483702
邯郸-0002,114.53983,36.624963,邯郸市,laptop,Ethernet,handan_man1,1.6302998594404836
邯郸-0003,114.255394,36.673657,邯郸市,传感器,Ethernet,handan_man1,1.486714683122731
邯郸-0004,114.540057,36.625269,邯郸市,传感器,Wifi,handan_man1,3.215526105892407
邯郸-0005,114.711532,36.806714,邯郸市,手机,Cellular,handan_man2,6.8024968607790655
邯郸-0006,114.424048,36.646674,邯郸市,PC,Cellular,handan_man1,5.392541078988126
邯郸-0007,114.531923,36.647433,邯郸市,手机,Wifi,handan_man1,2.054076850225575
邯郸-0008,114.691418,36.619374,邯郸市,laptop,Cellular,handan_man2,7.183715909243913
邯郸-0009,114.540008,36.624995,邯郸市,PC,Wifi,handan_man1,2.750245573458933
邯郸-0010,114.401379,36.428845,邯郸市,传感器,Ethernet,handan_man1,1.531909840147225
邯郸-0011,114.652548,36.715711,邯郸市,传感器,Cellular,handan_man1,5.935527080506151
邯郸-0012,114.540881,36.625167,邯郸市,传感器,Wifi,handan_man1,4.859112255940096
邯郸-0013,114.541581,36.661024,邯郸市,laptop,Wifi,handan_man1,1.4526330141675885
邯郸-0014,114.544537,36.630909,邯郸市,传感器,Ethernet,handan_man1,1.4626466986513553
邯郸-0015,114.479587,36.649714,邯郸市,传感器,Wifi,handan_man1,4.20535026071425
邯郸-0016,114.5397,36.624591,邯郸市,PC,Ethernet,handan_man1,1.7565428023214875
邯郸-0017,114.544063,36.626939,邯郸市,PC,Cellular,handan_man1,6.158225080518168
邯郸-0018,114.545699,36.64012,邯郸市,手机,Ethernet,handan_man1,1.6035439392547777
邯郸-0019,114.554104,36.641199,邯郸市,手机,Wifi,handan_man1,1.0275783188174716
邯郸-0020,114.54,36.624999,邯郸市,PC,Ethernet,handan_man1,1.7083034610833523
邯郸-0021,114.384675,36.509146,邯郸市,laptop,Cellular,handan_man1,6.487926944895128
邯郸-0022,114.408806,36.661818,邯郸市,传感器,Cellular,handan_man1,1.435527419472045
邯郸-0023,114.540002,36.627159,邯郸市,laptop,Wifi,handan_man1,2.132473349377608
